Aomori
Sat Jul 27 2024 02:29:46 GMT+0900 (Japan Standard Time)



2024/1/1,1.2
2024/1/2,4.2
2024/1/3,3.4
2024/1/4,2.8
2024/1/5,4.6
2024/1/6,3.4
2024/1/7,-0.3
2024/1/8,-1.9
2024/1/9,0.7
2024/1/10,-1.9
2024/1/11,-0.3
2024/1/12,1.4
2024/1/13,-1.5
2024/1/14,1.3
2024/1/15,-3.9
2024/1/16,-3.4
2024/1/17,4.5
2024/1/18,4.5
2024/1/19,1.6
2024/1/20,0.3
2024/1/21,2.3
2024/1/22,4.9
2024/1/23,1.9
2024/1/24,0.2
2024/1/25,-0.4
2024/1/26,1.6
2024/1/27,1.5
2024/1/28,2.0
2024/1/29,2.8
2024/1/30,3.2
2024/1/31,3.2
2024/2/1,-2.4
2024/2/2,-2.2
2024/2/3,-2.6
2024/2/4,0.1
2024/2/5,-0.7
2024/2/6,-1.2
2024/2/7,0.2
2024/2/8,1.7
2024/2/9,0.4
2024/2/10,-0.2
2024/2/11,0.1
2024/2/12,1.3
2024/2/13,7.7
2024/2/14,11.2
2024/2/15,5.9
2024/2/16,-0.1
2024/2/17,1.0
2024/2/18,1.8
2024/2/19,10.1
2024/2/20,3.2
2024/2/21,-1.1
2024/2/22,-1.4
2024/2/23,-1.9
2024/2/24,-1.0
2024/2/25,1.3
2024/2/26,1.2
2024/2/27,1.1
2024/2/28,1.8
2024/2/29,1.6
2024/3/1,1.5
2024/3/2,-2.8
2024/3/3,-1.3
2024/3/4,-1.6
2024/3/5,0.3
2024/3/6,0.0
2024/3/7,0.1
2024/3/8,0.1
2024/3/9,0.7
2024/3/10,0.3
2024/3/11,4.2
2024/3/12,4.2
2024/3/13,2.7
2024/3/14,4.1
2024/3/15,7.2
2024/3/16,5.0
2024/3/17,5.0
2024/3/18,1.2
2024/3/19,2.8
2024/3/20,0.5
2024/3/21,2.0
2024/3/22,3.5
2024/3/23,4.9
2024/3/24,6.2
2024/3/25,6.8
2024/3/26,3.6
2024/3/27,4.2
2024/3/28,6.0
2024/3/29,10.3
2024/3/30,9.0
2024/3/31,6.9
2024/4/1,6.9
2024/4/2,6.2
2024/4/3,7.0
2024/4/4,7.9
2024/4/5,8.2
2024/4/6,7.5
2024/4/7,10.3
2024/4/8,11.2
2024/4/9,7.2
2024/4/10,7.1
2024/4/11,7.3
2024/4/12,10.4
2024/4/13,10.9
2024/4/14,15.3
2024/4/15,13.4
2024/4/16,12.9
2024/4/17,12.0
2024/4/18,12.2
2024/4/19,11.0
2024/4/20,9.7
2024/4/21,11.1
2024/4/22,11.1
2024/4/23,12.0
2024/4/24,14.8
2024/4/25,13.1
2024/4/26,18.1
2024/4/27,16.1
2024/4/28,16.4
2024/4/29,15.4
2024/4/30,12.6
2024/5/1,11.6
2024/5/2,12.2
2024/5/3,14.6
2024/5/4,14.6
2024/5/5,15.1
2024/5/6,16.3
2024/5/7,16.5
2024/5/8,8.8
2024/5/9,9.9
2024/5/10,15.8
2024/5/11,19.0
2024/5/12,18.9
2024/5/13,14.6
2024/5/14,14.0
2024/5/15,14.3
2024/5/16,17.3
2024/5/17,14.5
2024/5/18,19.6
2024/5/19,19.9
2024/5/20,17.5
2024/5/21,14.1
2024/5/22,14.6
2024/5/23,21.9
2024/5/24,16.5
2024/5/25,13.1
2024/5/26,14.1
2024/5/27,17.6
2024/5/28,15.3
2024/5/29,12.6
2024/5/30,16.2
2024/5/31,15.6
2024/6/1,14.7
2024/6/2,15.5
2024/6/3,14.0
2024/6/4,15.4
2024/6/5,15.0
2024/6/6,15.7
2024/6/7,15.7
2024/6/8,16.5
2024/6/9,17.1
2024/6/10,19.3
2024/6/11,20.1
2024/6/12,20.7
2024/6/13,21.5
2024/6/14,21.3
2024/6/15,20.0
2024/6/16,19.8
2024/6/17,23.9
2024/6/18,25.6
2024/6/19,22.3
2024/6/20,21.0
2024/6/21,21.9
2024/6/22,21.9
2024/6/23,22.6
2024/6/24,20.9
2024/6/25,22.2
2024/6/26,18.5
2024/6/27,22.1
2024/6/28,22.6
2024/6/29,23.1
2024/6/30,22.6
2024/7/1,20.6
2024/7/2,21.2
2024/7/3,21.6
2024/7/4,23.9
2024/7/5,25.9
2024/7/6,26.7
2024/7/7,23.1
2024/7/8,23.2
2024/7/9,22.8
2024/7/10,22.1
2024/7/11,22.6
2024/7/12,23.0
2024/7/13,23.0
2024/7/14,23.0
2024/7/15,23.4
2024/7/16,23.1
2024/7/17,23.3
2024/7/18,25.3
2024/7/19,26.0
2024/7/20,26.0
2024/7/21,28.5
2024/7/22,28.9
2024/7/23,29.6
2024/7/24,26.2
2024/7/25,23.6
2024/7/26,23.6
