Kagawa
Sat Jul 27 2024 02:29:46 GMT+0900 (Japan Standard Time)



2024/1/1,8.9
2024/1/2,7.2
2024/1/3,8.1
2024/1/4,8.5
2024/1/5,7.9
2024/1/6,9.5
2024/1/7,5.8
2024/1/8,4.5
2024/1/9,5.5
2024/1/10,6.5
2024/1/11,6.6
2024/1/12,10.2
2024/1/13,8.1
2024/1/14,4.3
2024/1/15,7.4
2024/1/16,5.8
2024/1/17,5.2
2024/1/18,9.0
2024/1/19,10.0
2024/1/20,9.0
2024/1/21,10.7
2024/1/22,7.7
2024/1/23,3.4
2024/1/24,1.5
2024/1/25,3.5
2024/1/26,5.6
2024/1/27,7.0
2024/1/28,6.5
2024/1/29,5.7
2024/1/30,6.6
2024/1/31,7.7
2024/2/1,9.3
2024/2/2,6.1
2024/2/3,4.1
2024/2/4,6.1
2024/2/5,5.8
2024/2/6,6.1
2024/2/7,6.2
2024/2/8,6.0
2024/2/9,5.2
2024/2/10,6.4
2024/2/11,6.1
2024/2/12,7.4
2024/2/13,7.5
2024/2/14,10.0
2024/2/15,12.9
2024/2/16,8.4
2024/2/17,7.0
2024/2/18,9.4
2024/2/19,11.6
2024/2/20,13.8
2024/2/21,10.2
2024/2/22,8.2
2024/2/23,6.6
2024/2/24,6.8
2024/2/25,6.4
2024/2/26,6.7
2024/2/27,6.3
2024/2/28,6.9
2024/2/29,7.5
2024/3/1,8.8
2024/3/2,4.1
2024/3/3,5.6
2024/3/4,10.6
2024/3/5,8.1
2024/3/6,8.5
2024/3/7,8.3
2024/3/8,8.1
2024/3/9,5.8
2024/3/10,5.4
2024/3/11,7.8
2024/3/12,9.3
2024/3/13,9.7
2024/3/14,10.9
2024/3/15,12.3
2024/3/16,13.9
2024/3/17,11.9
2024/3/18,9.3
2024/3/19,9.2
2024/3/20,7.1
2024/3/21,5.9
2024/3/22,7.0
2024/3/23,9.7
2024/3/24,11.0
2024/3/25,11.9
2024/3/26,10.3
2024/3/27,10.3
2024/3/28,12.2
2024/3/29,16.8
2024/3/30,17.4
2024/3/31,18.3
2024/4/1,17.7
2024/4/2,14.3
2024/4/3,14.2
2024/4/4,16.7
2024/4/5,13.9
2024/4/6,14.1
2024/4/7,17.2
2024/4/8,16.8
2024/4/9,13.8
2024/4/10,11.3
2024/4/11,14.7
2024/4/12,17.4
2024/4/13,18.7
2024/4/14,17.9
2024/4/15,19.3
2024/4/16,19.6
2024/4/17,20.0
2024/4/18,18.2
2024/4/19,18.6
2024/4/20,18.3
2024/4/21,16.5
2024/4/22,19.3
2024/4/23,19.0
2024/4/24,17.8
2024/4/25,18.7
2024/4/26,17.6
2024/4/27,18.2
2024/4/28,20.2
2024/4/29,19.3
2024/4/30,19.8
2024/5/1,14.9
2024/5/2,15.7
2024/5/3,17.7
2024/5/4,18.9
2024/5/5,20.1
2024/5/6,21.2
2024/5/7,20.2
2024/5/8,15.9
2024/5/9,15.2
2024/5/10,17.5
2024/5/11,19.5
2024/5/12,20.0
2024/5/13,16.9
2024/5/14,17.3
2024/5/15,18.4
2024/5/16,18.1
2024/5/17,21.6
2024/5/18,21.3
2024/5/19,17.8
2024/5/20,20.7
2024/5/21,21.6
2024/5/22,19.4
2024/5/23,21.1
2024/5/24,23.3
2024/5/25,21.5
2024/5/26,21.4
2024/5/27,23.2
2024/5/28,18.6
2024/5/29,20.1
2024/5/30,20.5
2024/5/31,18.0
2024/6/1,20.6
2024/6/2,22.0
2024/6/3,20.5
2024/6/4,20.4
2024/6/5,21.4
2024/6/6,20.9
2024/6/7,23.5
2024/6/8,23.3
2024/6/9,20.1
2024/6/10,22.5
2024/6/11,23.7
2024/6/12,23.9
2024/6/13,26.2
2024/6/14,26.6
2024/6/15,25.4
2024/6/16,26.9
2024/6/17,24.4
2024/6/18,22.0
2024/6/19,25.2
2024/6/20,24.4
2024/6/21,22.2
2024/6/22,22.9
2024/6/23,25.3
2024/6/24,26.5
2024/6/25,25.8
2024/6/26,25.0
2024/6/27,22.9
2024/6/28,23.2
2024/6/29,26.2
2024/6/30,26.9
2024/7/1,25.8
2024/7/2,26.2
2024/7/3,28.3
2024/7/4,30.5
2024/7/5,31.3
2024/7/6,31.9
2024/7/7,31.6
2024/7/8,31.7
2024/7/9,30.7
2024/7/10,28.9
2024/7/11,25.4
2024/7/12,25.2
2024/7/13,25.7
2024/7/14,25.9
2024/7/15,25.3
2024/7/16,26.6
2024/7/17,29.3
2024/7/18,29.0
2024/7/19,30.1
2024/7/20,30.5
2024/7/21,31.6
2024/7/22,31.7
2024/7/23,30.8
2024/7/24,30.1
2024/7/25,29.9
2024/7/26,30.6
