Ibaraki
Sat Jul 27 2024 02:29:46 GMT+0900 (Japan Standard Time)



2024/1/1,7.0
2024/1/2,4.8
2024/1/3,6.3
2024/1/4,7.6
2024/1/5,5.1
2024/1/6,6.5
2024/1/7,5.5
2024/1/8,2.5
2024/1/9,3.3
2024/1/10,4.2
2024/1/11,3.0
2024/1/12,4.4
2024/1/13,2.5
2024/1/14,2.5
2024/1/15,3.3
2024/1/16,1.1
2024/1/17,3.3
2024/1/18,7.8
2024/1/19,7.7
2024/1/20,5.8
2024/1/21,9.3
2024/1/22,9.8
2024/1/23,7.2
2024/1/24,3.1
2024/1/25,3.5
2024/1/26,4.5
2024/1/27,4.4
2024/1/28,3.6
2024/1/29,4.8
2024/1/30,5.6
2024/1/31,6.4
2024/2/1,7.9
2024/2/2,2.3
2024/2/3,3.5
2024/2/4,5.0
2024/2/5,1.3
2024/2/6,2.6
2024/2/7,3.5
2024/2/8,4.1
2024/2/9,5.0
2024/2/10,5.2
2024/2/11,5.7
2024/2/12,5.2
2024/2/13,6.4
2024/2/14,9.0
2024/2/15,12.0
2024/2/16,8.4
2024/2/17,6.3
2024/2/18,11.6
2024/2/19,14.7
2024/2/20,16.3
2024/2/21,6.8
2024/2/22,4.1
2024/2/23,1.9
2024/2/24,3.8
2024/2/25,4.6
2024/2/26,6.9
2024/2/27,6.0
2024/2/28,5.9
2024/2/29,5.7
2024/3/1,8.8
2024/3/2,5.1
2024/3/3,5.9
2024/3/4,5.8
2024/3/5,4.3
2024/3/6,4.6
2024/3/7,6.0
2024/3/8,4.1
2024/3/9,4.3
2024/3/10,4.7
2024/3/11,6.0
2024/3/12,6.6
2024/3/13,7.6
2024/3/14,8.0
2024/3/15,10.0
2024/3/16,11.1
2024/3/17,14.1
2024/3/18,8.5
2024/3/19,5.9
2024/3/20,6.2
2024/3/21,5.8
2024/3/22,5.1
2024/3/23,4.0
2024/3/24,9.5
2024/3/25,12.1
2024/3/26,8.9
2024/3/27,9.2
2024/3/28,8.6
2024/3/29,14.3
2024/3/30,14.9
2024/3/31,15.6
2024/4/1,11.9
2024/4/2,12.0
2024/4/3,11.7
2024/4/4,15.2
2024/4/5,10.8
2024/4/6,11.4
2024/4/7,16.0
2024/4/8,17.3
2024/4/9,14.3
2024/4/10,9.1
2024/4/11,11.6
2024/4/12,12.9
2024/4/13,14.4
2024/4/14,15.9
2024/4/15,18.1
2024/4/16,18.0
2024/4/17,17.7
2024/4/18,16.4
2024/4/19,17.5
2024/4/20,16.6
2024/4/21,16.2
2024/4/22,16.0
2024/4/23,16.5
2024/4/24,15.4
2024/4/25,18.3
2024/4/26,18.9
2024/4/27,18.9
2024/4/28,19.4
2024/4/29,20.1
2024/4/30,20.2
2024/5/1,15.0
2024/5/2,14.3
2024/5/3,17.0
2024/5/4,20.1
2024/5/5,22.0
2024/5/6,21.3
2024/5/7,19.4
2024/5/8,16.0
2024/5/9,12.2
2024/5/10,16.7
2024/5/11,19.2
2024/5/12,20.8
2024/5/13,18.6
2024/5/14,15.8
2024/5/15,17.7
2024/5/16,18.4
2024/5/17,20.4
2024/5/18,19.6
2024/5/19,20.7
2024/5/20,18.4
2024/5/21,20.5
2024/5/22,19.1
2024/5/23,20.9
2024/5/24,23.6
2024/5/25,19.3
2024/5/26,19.5
2024/5/27,22.6
2024/5/28,20.4
2024/5/29,19.4
2024/5/30,21.3
2024/5/31,18.3
2024/6/1,18.8
2024/6/2,17.6
2024/6/3,18.5
2024/6/4,18.4
2024/6/5,18.7
2024/6/6,20.7
2024/6/7,20.6
2024/6/8,20.8
2024/6/9,21.8
2024/6/10,20.6
2024/6/11,23.6
2024/6/12,23.5
2024/6/13,22.5
2024/6/14,24.4
2024/6/15,23.4
2024/6/16,24.8
2024/6/17,25.1
2024/6/18,19.8
2024/6/19,23.1
2024/6/20,24.6
2024/6/21,20.8
2024/6/22,23.5
2024/6/23,22.2
2024/6/24,26.0
2024/6/25,26.5
2024/6/26,25.0
2024/6/27,23.2
2024/6/28,21.1
2024/6/29,23.2
2024/6/30,24.5
2024/7/1,26.8
2024/7/2,25.6
2024/7/3,25.5
2024/7/4,28.4
2024/7/5,27.4
2024/7/6,27.4
2024/7/7,28.8
2024/7/8,29.1
2024/7/9,29.4
2024/7/10,27.6
2024/7/11,26.9
2024/7/12,22.8
2024/7/13,25.1
2024/7/14,23.6
2024/7/15,22.9
2024/7/16,23.1
2024/7/17,24.4
2024/7/18,27.1
2024/7/19,27.9
2024/7/20,28.3
2024/7/21,29.5
2024/7/22,29.2
2024/7/23,29.4
2024/7/24,29.8
2024/7/25,28.1
2024/7/26,28.8
